Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Steel Pipe Casing
appliedenergistics2:facade:0, Cable Facade - Titanium Pipe Casing
appliedenergistics2:facade:0, Cable Facade - Tungstensteel Pipe Casing
appliedenergistics2:facade:0, Cable Facade - Bronze Firebox Casing
appliedenergistics2:facade:0, Cable Facade - Steel Firebox Casing
appliedenergistics2:facade:0, Cable Facade - Titanium Firebox Casing
appliedenergistics2:facade:0, Cable Facade - Tungstensteel Firebox Casing
appliedenergistics2:facade:0, Cable Facade - Bronze Plated Brick Casing
appliedenergistics2:facade:0, Cable Facade - Firebricks
appliedenergistics2:facade:0, Cable Facade - Heat Proof Invar Casing
appliedenergistics2:facade:0, Cable Facade - Frost Proof Aluminium Casing
appliedenergistics2:facade:0, Cable Facade - Solid Steel Casing
appliedenergistics2:facade:0, Cable Facade - Clean Stainless Steel Casing
appliedenergistics2:facade:0, Cable Facade - Stable Titanium Casing
appliedenergistics2:facade:0, Cable Facade - Robust Tungstensteel Casing
appliedenergistics2:facade:0, Cable Facade - Coke Oven Bricks
appliedenergistics2:facade:0, Cable Facade - Bronze Gear Box Casing
appliedenergistics2:facade:0, Cable Facade - Steel Gear Box Casing
appliedenergistics2:facade:0, Cable Facade - Titanium Gear Box Casing
appliedenergistics2:facade:0, Cable Facade - Steel Turbine Casing
appliedenergistics2:facade:0, Cable Facade - Titanium Turbine Casing
appliedenergistics2:facade:0, Cable Facade - Stainless Turbine Casing
appliedenergistics2:facade:0, Cable Facade - Tungstensteel Turbine Casing
appliedenergistics2:facade:0, Cable Facade - ULV Machine Casing
appliedenergistics2:facade:0, Cable Facade - LV Machine Casing
appliedenergistics2:facade:0, Cable Facade - MV Machine Casing
appliedenergistics2:facade:0, Cable Facade - HV Machine Casing
appliedenergistics2:facade:0, Cable Facade - EV Machine Casing
appliedenergistics2:facade:0, Cable Facade - IV Machine Casing
appliedenergistics2:facade:0, Cable Facade - LuV Machine Casing
appliedenergistics2:facade:0, Cable Facade - ZPM Machine Casing
appliedenergistics2:facade:0, Cable Facade - UV Machine Casing
appliedenergistics2:facade:0, Cable Facade - MAX Machine Casing
appliedenergistics2:facade:0, Cable Facade - Bronze Hull
appliedenergistics2:facade:0, Cable Facade - Bricked Bronze Hull
appliedenergistics2:facade:0, Cable Facade - Steel Hull
appliedenergistics2:facade:0, Cable Facade - Bricked Steel Hull
appliedenergistics2:facade:0, Cable Facade - Engine Intake Casing
appliedenergistics2:facade:0, Cable Facade - Grate Machine Casing
appliedenergistics2:facade:0, Cable Facade - Assembler Machine Casing
appliedenergistics2:facade:0, Cable Facade - Fusion Machine Casing
appliedenergistics2:facade:0, Cable Facade - Fusion Machine Casing MK II
appliedenergistics2:facade:0, Cable Facade - Cupronickel Coil Block
appliedenergistics2:facade:0, Cable Facade - Kanthal Coil Block
appliedenergistics2:facade:0, Cable Facade - Nichrome Coil Block
appliedenergistics2:facade:0, Cable Facade - Tungstensteel Coil Block
appliedenergistics2:facade:0, Cable Facade - HSS-G Coil Block
appliedenergistics2:facade:0, Cable Facade - Naquadah Coil Block
appliedenergistics2:facade:0, Cable Facade - Naquadah Alloy Coil Block
appliedenergistics2:facade:0, Cable Facade - Superconducting Coil Block
appliedenergistics2:facade:0, Cable Facade - Fusion Coil Block
appliedenergistics2:facade:0, Cable Facade - Yellow Stripes Block
appliedenergistics2:facade:0, Cable Facade - Yellow Stripes Block
appliedenergistics2:facade:0, Cable Facade - Radioactive Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Bio Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Explosion Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Fire Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Acid Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Magic Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Frost Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Noise Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Black Granite
appliedenergistics2:facade:0, Cable Facade - Black Granite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Mossy Black Granite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Chiseled Black Granite
appliedenergistics2:facade:0, Cable Facade - Red Granite
appliedenergistics2:facade:0, Cable Facade - Red Granite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Mossy Red Granite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Chiseled Red Granite
appliedenergistics2:facade:0, Cable Facade - Black Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Black Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Black Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Black Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Red Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Red Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Red Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Red Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Marble
appliedenergistics2:facade:0, Cable Facade - Marble Cobblestone
appliedenergistics2:facade:0, Cable Facade - Mossy Marble Cobblestone
appliedenergistics2:facade:0, Cable Facade - Chiseled Marble
appliedenergistics2:facade:0, Cable Facade - Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt Cobblestone
appliedenergistics2:facade:0, Cable Facade - Mossy Basalt Cobblestone
appliedenergistics2:facade:0, Cable Facade - Chiseled Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Basalt Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Basalt Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Basalt Bricks
appliedenergistics2:facade:0, Cable Facade - Light Concrete
appliedenergistics2:facade:0, Cable Facade - Light Concrete Cobblestone
appliedenergistics2:facade:0, Cable Facade - Mossy Light Concrete Cobblestone
appliedenergistics2:facade:0, Cable Facade - Chiseled Light Concrete Cobblestone
appliedenergistics2:facade:0, Cable Facade - Light Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Light Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Light Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Light Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Dark Concrete
appliedenergistics2:facade:0, Cable Facade - Dark Concrete Cobblestone
appliedenergistics2:facade:0, Cable Facade - Mossy Dark Concrete Cobblestone
appliedenergistics2:facade:0, Cable Facade - Chiseled Dark Concrete Cobblestone
appliedenergistics2:facade:0, Cable Facade - Dark Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Dark Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Dark Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Dark Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Rubber Wood
appliedenergistics2:facade:0, Cable Facade - Rubber Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Block of Silicone Rubber
appliedenergistics2:facade:0, Cable Facade - Block of Polydimethylsiloxane
appliedenergistics2:facade:0, Cable Facade - Block of Polystyrene
appliedenergistics2:facade:0, Cable Facade - Block of Raw Styrene-Butadiene Rubber
appliedenergistics2:facade:0, Cable Facade - Block of Styrene-Butadiene Rubber
appliedenergistics2:facade:0, Cable Facade - Block of Sand
appliedenergistics2:facade:0, Cable Facade - Block of Alumino Silicate Wool
appliedenergistics2:facade:0, Cable Facade - Block of Mica Based Pulp
appliedenergistics2:facade:0, Cable Facade - Block of Enderium
appliedenergistics2:facade:0, Cable Facade - Block of ZPM Superconductor
appliedenergistics2:facade:0, Cable Facade - Block of Polyvinyl Chloride
appliedenergistics2:facade:0, Cable Facade - Block of LuV Superconductor
appliedenergistics2:facade:0, Cable Facade - Block of IV Superconductor
appliedenergistics2:facade:0, Cable Facade - Block of EV Superconductor
appliedenergistics2:facade:0, Cable Facade - Block of HV Superconductor
appliedenergistics2:facade:0, Cable Facade - Block of MV Superconductor
appliedenergistics2:facade:0, Cable Facade - Block of ZPM Superconductor Base
appliedenergistics2:facade:0, Cable Facade - Block of LuV Superconductor Base
appliedenergistics2:facade:0, Cable Facade - Block of IV Superconductor Base
appliedenergistics2:facade:0, Cable Facade - Block of EV Superconductor Base
appliedenergistics2:facade:0, Cable Facade - Block of HV Superconductor Base
appliedenergistics2:facade:0, Cable Facade - Block of Potassium Metabisulfite
appliedenergistics2:facade:0, Cable Facade - Block of Silver Chloride
appliedenergistics2:facade:0, Cable Facade - Block of Silver Oxide
appliedenergistics2:facade:0, Cable Facade - Block of Triniite
appliedenergistics2:facade:0, Cable Facade - Block of Copernicium
appliedenergistics2:facade:0, Cable Facade - Block of Polonium
appliedenergistics2:facade:0, Cable Facade - Block of Polybenzimidazole (PBI)
appliedenergistics2:facade:0, Cable Facade - Block of Potassium Dichromate
appliedenergistics2:facade:0, Cable Facade - Block of Tantalite
appliedenergistics2:facade:0, Cable Facade - Block of Hydrated Coal
appliedenergistics2:facade:0, Cable Facade - Block of Apatite
appliedenergistics2:facade:0, Cable Facade - Block of Sterling Silver
appliedenergistics2:facade:0, Cable Facade - Block of Rose Gold
appliedenergistics2:facade:0, Cable Facade - Block of Black Bronze
appliedenergistics2:facade:0, Cable Facade - Block of Bismuth Bronze
appliedenergistics2:facade:0, Cable Facade - Block of Black Steel
appliedenergistics2:facade:0, Cable Facade - Block of Red Steel
appliedenergistics2:facade:0, Cable Facade - Block of Blue Steel
appliedenergistics2:facade:0, Cable Facade - Block of Damascus Steel
appliedenergistics2:facade:0, Cable Facade - Block of Tungstensteel
appliedenergistics2:facade:0, Cable Facade - Block of Red Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Cobalt Brass
appliedenergistics2:facade:0, Cable Facade - Block of Tricalcium Phospate
appliedenergistics2:facade:0, Cable Facade - Block of Rhodium Nitrate
appliedenergistics2:facade:0, Cable Facade - Block of Sodium Nitrate
appliedenergistics2:facade:0, Cable Facade - Block of Rhodium Salt
appliedenergistics2:facade:0, Cable Facade - Block of Crude Rhodium Metal
appliedenergistics2:facade:0, Cable Facade - Block of Rhodium
appliedenergistics2:facade:0, Cable Facade - Block of Metallic Sludge Dust Residue
appliedenergistics2:facade:0, Cable Facade - Block of Iridium Chloride
appliedenergistics2:facade:0, Cable Facade - Block of Iridium Dioxide
appliedenergistics2:facade:0, Cable Facade - Block of Sludge Dust Residue
appliedenergistics2:facade:0, Cable Facade - Block of Iridium Metal Residue
appliedenergistics2:facade:0, Cable Facade - Block of Rarest Metal Residue
appliedenergistics2:facade:0, Cable Facade - Block of Ultimet
appliedenergistics2:facade:0, Cable Facade - Block of Uraninite
appliedenergistics2:facade:0, Cable Facade - Block of Uvarovite
appliedenergistics2:facade:0, Cable Facade - Block of Vanadium-Gallium
appliedenergistics2:facade:0, Cable Facade - Block of Wrought Iron
appliedenergistics2:facade:0, Cable Facade - Block of Wulfenite
appliedenergistics2:facade:0, Cable Facade - Block of Yellow Limonite
appliedenergistics2:facade:0, Cable Facade - Block of Yttrium Barium Cuprate
appliedenergistics2:facade:0, Cable Facade - Block of Certus Quartz
appliedenergistics2:facade:0, Cable Facade - Block of Quartzite
appliedenergistics2:facade:0, Cable Facade - Block of Graphite
appliedenergistics2:facade:0, Cable Facade - Block of Graphene
appliedenergistics2:facade:0, Cable Facade - Block of Jasper
appliedenergistics2:facade:0, Cable Facade - Block of Osmiridium
appliedenergistics2:facade:0, Cable Facade - Block of Perlite
appliedenergistics2:facade:0, Cable Facade - Block of Lignite Coal
appliedenergistics2:facade:0, Cable Facade - Block of Olivine
appliedenergistics2:facade:0, Cable Facade - Block of Opal
appliedenergistics2:facade:0, Cable Facade - Block of Amethyst
appliedenergistics2:facade:0, Cable Facade - Block of Enderpearl
appliedenergistics2:facade:0, Cable Facade - Block of Endereye
appliedenergistics2:facade:0, Cable Facade - Block of Flint
appliedenergistics2:facade:0, Cable Facade - Block of Diatomite
appliedenergistics2:facade:0, Cable Facade - Block of Niter
appliedenergistics2:facade:0, Cable Facade - Block of Seaborgium
appliedenergistics2:facade:0, Cable Facade - Block of UEV Superconductor
appliedenergistics2:facade:0, Cable Facade - Block of UEV Superconductor Base
appliedenergistics2:facade:0, Cable Facade - Block of UHV Superconductor
appliedenergistics2:facade:0, Cable Facade - Block of UHV Superconductor Base
appliedenergistics2:facade:0, Cable Facade - Block of Reactor Steel
appliedenergistics2:facade:0, Cable Facade - Block of Dubnium
appliedenergistics2:facade:0, Cable Facade - Block of Rutherfordium
appliedenergistics2:facade:0, Cable Facade - Block of UV Superconductor
appliedenergistics2:facade:0, Cable Facade - Block of UV Superconductor Base
appliedenergistics2:facade:0, Cable Facade - Block of Naquadriatic Compound
appliedenergistics2:facade:0, Cable Facade - Block of Enriched Naquadric Compound
appliedenergistics2:facade:0, Cable Facade - Block of Naquadric Compound
appliedenergistics2:facade:0, Cable Facade - Block of Tungsten Hexachloride
appliedenergistics2:facade:0, Cable Facade - Block of Tungsten Trioxide
appliedenergistics2:facade:0, Cable Facade - Block of Tungstic Acid
appliedenergistics2:facade:0, Cable Facade - Block of Berkelium 247
appliedenergistics2:facade:0, Cable Facade - Block of Berkelium
appliedenergistics2:facade:0, Cable Facade - Block of Curium 251
appliedenergistics2:facade:0, Cable Facade - Block of Curium 250
appliedenergistics2:facade:0, Cable Facade - Block of Curium 247
appliedenergistics2:facade:0, Cable Facade - Block of Curium 246
appliedenergistics2:facade:0, Cable Facade - Block of Curium 245
appliedenergistics2:facade:0, Cable Facade - Block of Curium
appliedenergistics2:facade:0, Cable Facade - Block of Americium 245
appliedenergistics2:facade:0, Cable Facade - Block of Americium 243
appliedenergistics2:facade:0, Cable Facade - Block of Americium 241
appliedenergistics2:facade:0, Cable Facade - Block of Plutonium 245
appliedenergistics2:facade:0, Cable Facade - Block of Plutonium 240
appliedenergistics2:facade:0, Cable Facade - Block of Plutonium 239
appliedenergistics2:facade:0, Cable Facade - Block of Plutonium
appliedenergistics2:facade:0, Cable Facade - Block of Neptunium 239
appliedenergistics2:facade:0, Cable Facade - Block of Alunite
appliedenergistics2:facade:0, Cable Facade - Block of Dolomite
appliedenergistics2:facade:0, Cable Facade - Block of Wollastonite
appliedenergistics2:facade:0, Cable Facade - Block of Zeolite
appliedenergistics2:facade:0, Cable Facade - Block of Kyanite
appliedenergistics2:facade:0, Cable Facade - Block of Kaolinite
appliedenergistics2:facade:0, Cable Facade - Block of Talc
appliedenergistics2:facade:0, Cable Facade - Block of Soapstone
appliedenergistics2:facade:0, Cable Facade - Block of Magnetic Iron
appliedenergistics2:facade:0, Cable Facade - Block of Magnetic Steel
appliedenergistics2:facade:0, Cable Facade - Block of Magnetic Neodymium
appliedenergistics2:facade:0, Cable Facade - Block of Tungstencarbide
appliedenergistics2:facade:0, Cable Facade - Block of Vanadiumsteel
appliedenergistics2:facade:0, Cable Facade - Block of HSS-G
appliedenergistics2:facade:0, Cable Facade - Block of HSS-E
appliedenergistics2:facade:0, Cable Facade - Block of Fermium 258
appliedenergistics2:facade:0, Cable Facade - Block of Fermium 257
